checkpoint_id,year,world_id,world_label,frequency_model_family,frequency_model_label,severity_model_family,severity_model_label,retraining_regime,seed,version,training_window_years,training_window_label,training_data_start_year,training_data_end_year,frequency_rmse,severity_rmse,pure_premium_rmse,net_strategic_value,game_effect_summary,world_narrative,frequency_model_narrative,severity_model_narrative
chk_y5_self_drive_revolution_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.449177,0.258396,0.349971,65.002913,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y5_self_drive_revolution_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.449177,0.124084,0.280129,71.987124,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y5_self_drive_revolution_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.194879,0.499213,0.353133,64.686725,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y5_self_drive_revolution_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.194879,0.258396,0.227908,77.209237,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y5_self_drive_revolution_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.194879,0.124084,0.158066,84.193448,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y5_self_drive_revolution_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.049638,0.499213,0.283417,71.658261,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y5_self_drive_revolution_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.049638,0.258396,0.158192,84.180773,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y5_self_drive_revolution_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,5,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.049638,0.124084,0.08835,91.164984,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_stable_baseline_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.363005,0.361215,0.362074,63.792582,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y6_stable_baseline_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.363005,0.122271,0.237823,76.217701,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_stable_baseline_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.363005,0.02,0.184642,81.535771,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_stable_baseline_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.098061,0.361215,0.234901,76.509869,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y6_stable_baseline_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.098061,0.122271,0.11065,88.934989,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_stable_baseline_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.098061,0.02,0.057469,94.253058,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_stable_baseline_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.361215,0.197432,80.256811,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y6_stable_baseline_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.122271,0.073181,92.68193,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_stable_baseline_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,stable_baseline,Stable Baseline,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.02,0.02,98.0,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_good_years_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.325256,0.33902,0.332413,66.758673,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y6_good_years_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.325256,0.09334,0.20466,79.534038,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_good_years_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.325256,0.02,0.166523,83.347721,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_good_years_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.057964,0.33902,0.204113,79.588683,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y6_good_years_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.057964,0.09334,0.07636,92.364048,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_good_years_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.057964,0.02,0.038223,96.17773,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_good_years_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.33902,0.18589,81.410952,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y6_good_years_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.09334,0.058137,94.186317,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_good_years_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,good_years,Good Years,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.02,0.02,98.0,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_mobility_suppression_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.442601,0.389714,0.4151,58.490005,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y6_mobility_suppression_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.442601,0.138205,0.284315,71.568491,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_mobility_suppression_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.442601,0.02,0.222848,77.715153,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_mobility_suppression_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.163676,0.389714,0.281216,71.878417,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y6_mobility_suppression_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.163676,0.138205,0.150431,84.956903,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_mobility_suppression_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.163676,0.02,0.088964,91.103565,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_mobility_suppression_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.028179,0.389714,0.216178,78.382239,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y6_mobility_suppression_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.028179,0.138205,0.085393,91.460725,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_mobility_suppression_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.028179,0.02,0.023926,97.607387,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_pandemic_recovery_inflation_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.426152,0.481259,0.454808,54.519225,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y6_pandemic_recovery_inflation_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.426152,0.231226,0.324791,67.520923,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_pandemic_recovery_inflation_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.426152,0.097025,0.255006,74.499391,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_pandemic_recovery_inflation_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.164675,0.481259,0.329298,67.070151,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y6_pandemic_recovery_inflation_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.164675,0.231226,0.199282,80.071849,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_pandemic_recovery_inflation_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.164675,0.097025,0.129497,87.050317,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_pandemic_recovery_inflation_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.481259,0.259855,74.014529,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y6_pandemic_recovery_inflation_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.231226,0.129838,87.016227,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_pandemic_recovery_inflation_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.02,0.097025,0.060053,93.994696,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_self_drive_revolution_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.453519,0.507308,0.481489,51.851073,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y6_self_drive_revolution_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.453519,0.263901,0.354918,64.5082,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_self_drive_revolution_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.453519,0.129068,0.284805,71.519544,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_self_drive_revolution_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.196095,0.507308,0.357926,64.207421,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y6_self_drive_revolution_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.196095,0.263901,0.231355,76.864548,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_self_drive_revolution_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.196095,0.129068,0.161241,83.875891,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y6_self_drive_revolution_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.046503,0.507308,0.286121,71.387874,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y6_self_drive_revolution_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.046503,0.263901,0.15955,84.045001,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y6_self_drive_revolution_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,6,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,4,5,0.046503,0.129068,0.089437,91.056345,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_stable_baseline_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.359487,0.36644,0.363103,63.689725,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y7_stable_baseline_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.359487,0.118031,0.23393,76.607022,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_stable_baseline_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.359487,0.02,0.182954,81.704617,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_stable_baseline_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.102633,0.36644,0.239813,76.018703,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y7_stable_baseline_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.102633,0.118031,0.11064,88.936001,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
